 original_k_path:
    0.000000    0.000000    0.000000
    0.017349    0.010016    0.000000
    0.034697    0.020032    0.000000
    0.052046    0.030049    0.000000
    0.069395    0.040065    0.000000
    0.086743    0.050081    0.000000
    0.104092    0.060097    0.000000
    0.121440    0.070114    0.000000
    0.138789    0.080130    0.000000
    0.156138    0.090146    0.000000
    0.173486    0.100162    0.000000
    0.190835    0.110179    0.000000
    0.208184    0.120195    0.000000
    0.225532    0.130211    0.000000
    0.242881    0.140227    0.000000
    0.260229    0.150244    0.000000
    0.277578    0.160260    0.000000
    0.294927    0.170276    0.000000
    0.312275    0.180292    0.000000
    0.329624    0.190308    0.000000
    0.346973    0.200325    0.000000
    0.364321    0.210341    0.000000
    0.381670    0.220357    0.000000
    0.399019    0.230373    0.000000
    0.416367    0.240390    0.000000
    0.433716    0.250406    0.000000
    0.451064    0.260422    0.000000
    0.468413    0.270438    0.000000
    0.485762    0.280455    0.000000
    0.503110    0.290471    0.000000
    0.520459    0.300487    0.000000
    0.537808    0.310503    0.000000
    0.555156    0.320520    0.000000
    0.572505    0.330536    0.000000
    0.589853    0.340552    0.000000
    0.607202    0.350568    0.000000
    0.624551    0.360585    0.000000
    0.641899    0.370601    0.000000
    0.659248    0.380617    0.000000
    0.676597    0.390633    0.000000
    0.693945    0.400649    0.000000
    0.711294    0.410666    0.000000
    0.728642    0.420682    0.000000
    0.745991    0.430698    0.000000
    0.763340    0.440714    0.000000
    0.780688    0.450731    0.000000
    0.798037    0.460747    0.000000
    0.815386    0.470763    0.000000
    0.832734    0.480779    0.000000
    0.850083    0.490796    0.000000
    0.867432    0.500812    0.000000
    0.884780    0.510828    0.000000
    0.902129    0.520844    0.000000
    0.919477    0.530861    0.000000
    0.936826    0.540877    0.000000
    0.954175    0.550893    0.000000
    0.971523    0.560909    0.000000
    0.988872    0.570925    0.000000
    1.006221    0.580942    0.000000
    1.023569    0.590958    0.000000
    1.040918    0.600974    0.000000
    1.058266    0.610990    0.000000
    1.075615    0.621007    0.000000
    1.092964    0.631023    0.000000
    1.110312    0.641039    0.000000
    1.127661    0.651055    0.000000
    1.145010    0.661072    0.000000
    1.162358    0.671088    0.000000
    1.179707    0.681104    0.000000
    1.197056    0.691120    0.000000
    1.214404    0.701137    0.000000
    1.231753    0.711153    0.000000
    1.249101    0.721169    0.000000
    1.266450    0.731185    0.000000
    1.283799    0.741202    0.000000
    1.301147    0.751218    0.000000
    1.318496    0.761234    0.000000
    1.335845    0.771250    0.000000
    1.353193    0.781266    0.000000
    1.370542    0.791283    0.000000
    1.387890    0.801299    0.000000
    1.405239    0.811315    0.000000
    1.422588    0.821331    0.000000
    1.439936    0.831348    0.000000
    1.457285    0.841364    0.000000
    1.474634    0.851380    0.000000
    1.474634    0.831109    0.000000
    1.474634    0.810838    0.000000
    1.474634    0.790567    0.000000
    1.474634    0.770296    0.000000
    1.474634    0.750025    0.000000
    1.474634    0.729754    0.000000
    1.474634    0.709483    0.000000
    1.474634    0.689212    0.000000
    1.474634    0.668942    0.000000
    1.474634    0.648671    0.000000
    1.474634    0.628400    0.000000
    1.474634    0.608129    0.000000
    1.474634    0.587858    0.000000
    1.474634    0.567587    0.000000
    1.474634    0.547316    0.000000
    1.474634    0.527045    0.000000
    1.474634    0.506774    0.000000
    1.474634    0.486503    0.000000
    1.474634    0.466232    0.000000
    1.474634    0.445961    0.000000
    1.474634    0.425690    0.000000
    1.474634    0.405419    0.000000
    1.474634    0.385148    0.000000
    1.474634    0.364877    0.000000
    1.474634    0.344606    0.000000
    1.474634    0.324335    0.000000
    1.474634    0.304064    0.000000
    1.474634    0.283793    0.000000
    1.474634    0.263522    0.000000
    1.474634    0.243251    0.000000
    1.474634    0.222981    0.000000
    1.474634    0.202710    0.000000
    1.474634    0.182439    0.000000
    1.474634    0.162168    0.000000
    1.474634    0.141897    0.000000
    1.474634    0.121626    0.000000
    1.474634    0.101355    0.000000
    1.474634    0.081084    0.000000
    1.474634    0.060813    0.000000
    1.474634    0.040542    0.000000
    1.474634    0.020271    0.000000
    1.474634    0.000000    0.000000
    1.454433    0.000000    0.000000
    1.434233    0.000000    0.000000
    1.414032    0.000000    0.000000
    1.393832    0.000000    0.000000
    1.373631    0.000000    0.000000
    1.353431    0.000000    0.000000
    1.333230    0.000000    0.000000
    1.313030    0.000000    0.000000
    1.292829    0.000000    0.000000
    1.272629    0.000000    0.000000
    1.252429    0.000000    0.000000
    1.232228    0.000000    0.000000
    1.212028    0.000000    0.000000
    1.191827    0.000000    0.000000
    1.171627    0.000000    0.000000
    1.151426    0.000000    0.000000
    1.131226    0.000000    0.000000
    1.111025    0.000000    0.000000
    1.090825    0.000000    0.000000
    1.070624    0.000000    0.000000
    1.050424    0.000000    0.000000
    1.030223    0.000000    0.000000
    1.010023    0.000000    0.000000
    0.989823    0.000000    0.000000
